Place_Id,Place_Name,Description,Category,City,Link_Image,Cleaned
121,Candi Prambanan,"Candi Prambanan atau Candi Roro Jonggrang (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦥꦿꦩ꧀ꦧꦤꦤ꧀, translit. Candhi Prambanan) adalah kompleks candi Hindu terbesar di Indonesia yang dibangun pada abad ke-9 masehi. Candi ini dipersembahkan untuk Trimurti, tiga dewa utama Hindu yaitu Brahma sebagai dewa pencipta, Wisnu sebagai dewa pemelihara, dan Siwa sebagai dewa pemusnah. Berdasarkan prasasti Siwagrha nama asli kompleks candi ini adalah Siwagrha (bahasa Sanskerta yang bermakna 'Rumah Siwa'), dan memang di garbagriha (ruang utama) candi ini bersemayam arca Siwa Mahadewa setinggi tiga meter yang menujukkan bahwa di candi ini dewa Siwa lebih diutamakan.\nKompleks percandian Candi Prambanan secara keseluruhan berada di wilayah provinsi Daerah Istimewa Yogyakarta, namun pintu administrasinya berada di Daerah Istimewa Surakarta (sekarang bagian Provinsi Jawa Tengah), hal ini yang membuat Candi Prambanan terletak di 2 tempat yakni di Desa Bokoharjo, Kecamatan Prambanan, Kabupaten Sleman, dan di Desa Tlogo, Kecamatan Prambanan, Kabupaten Klaten, atau kurang lebih 17 kilometer timur laut Yogyakarta, 50 kilometer barat daya Surakarta dan 120 kilometer selatan Semarang, persis di perbatasan antara Daerah Istimewa Yogyakarta dan Daerah Istimewa Surakarta.Candi ini adalah termasuk Situs Warisan Dunia UNESCO, candi Hindu terbesar di Indonesia, sekaligus salah satu candi terindah di Asia Tenggara. Arsitektur bangunan ini berbentuk tinggi dan ramping sesuai dengan arsitektur Hindu pada umumnya dengan candi Siwa sebagai candi utama memiliki ketinggian mencapai 47 meter menjulang di tengah kompleks gugusan candi-candi yang lebih kecil. Sebagai salah satu candi termegah di Asia Tenggara, candi Prambanan menjadi daya tarik kunjungan wisatawan dari seluruh dunia.Menurut prasasti Siwagrha, candi ini mulai dibangun pada sekitar tahun 850 masehi oleh Rakai Pikatan, dan terus dikembangkan dan diperluas oleh Balitung Maha Sambu, pada masa kerajaan Medang Mataram.",Budaya,Yogyakarta,https://jogja.korinatour.co.id/wp-content/uploads/2016/12/Prambanan_Temple-Photo-Credit-to-Nedim-Chaabene.jpg,candi prambanan candi roro jonggrang bahasa jawa translit candhi prambanan kompleks candi hindu terbesar indonesia dibangun abad ke9 masehi candi dipersembahkan trimurti dewa utama hindu brahma dewa pencipta wisnu dewa pemelihara siwa dewa pemusnah berdasarkan prasasti siwagrha nama asli kompleks candi siwagrha bahasa sanskerta bermakna rumah siwa garbagriha ruang utama candi bersemayam arca siwa mahadewa meter menujukkan candi dewa siwa diutamakannkompleks percandian candi prambanan wilayah provinsi daerah istimewa yogyakarta pintu administrasinya daerah istimewa surakarta provinsi jawa candi prambanan terletak 2 desa bokoharjo kecamatan prambanan kabupaten sleman desa tlogo kecamatan prambanan kabupaten klaten 17 kilometer timur laut yogyakarta 50 kilometer barat daya surakarta 120 kilometer selatan semarang persis perbatasan daerah istimewa yogyakarta daerah istimewa surakartacandi situs warisan dunia unesco candi hindu terbesar indonesia salah candi terindah asia tenggara arsitektur bangunan berbentuk ramping sesuai arsitektur hindu candi siwa candi utama memiliki ketinggian mencapai 47 meter menjulang kompleks gugusan candicandi salah candi termegah asia tenggara candi prambanan daya tarik kunjungan wisatawan duniamenurut prasasti siwagrha candi dibangun 850 masehi rakai pikatan dikembangkan diperluas balitung maha sambu kerajaan medang mataram
122,Watu Goyang,"Watu Goyang ini berasal dari Bahasa Jawa yang berarti Batu yang bergoyang. Dulunya di tempat ini terdapat batu yang berada di puncak yang bias bergoyang ketika disentuh maupun didorong. Batu tersebut sudah ada sejak ratuhan tahun yang lalu. Para pengelola menjelaskan bahwa Watu Goyang ini tidak pernah roboh walaupun disetuh bahkan di panjat, tetapi pihak pengelola melarang kesar untuk pengunjung yang mencoba menaiki Watu Goyang tersebut karena akan sangat berbahaya bagi keselamatan. Keunikan dari batu raksasa itu adalah stukturnya yang memuat tonjolan-tonjolan yang unik. Pemandangan alam yang masih hijau dan gunung merapi terlihat sangat alami, sangat cocok bagi para pengunjung untuk menghilangkan rasa bosan dengan aktivitas sehari-hari di perkotaan. Berada di puncak ini pengunjung akan merasakan sejuknya suhu udara, terutama pada pagi hari. Dan ketika di siang hari, meskipun cuaca sedang panas, maka hembusan angin yang menyapa terasa segar dan nyaman.",Budaya,Yogyakarta,https://tripjogja.co.id/wp-content/uploads/2019/11/Alamat-dan-Rute-Watu-Goyang.jpg,watu goyang berasal bahasa jawa batu bergoyang dulunya batu puncak bias bergoyang disentuh didorong batu ratuhan pengelola watu goyang roboh disetuh panjat pengelola melarang kesar pengunjung mencoba watu goyang berbahaya keselamatan keunikan batu raksasa stukturnya memuat tonjolantonjolan unik pemandangan alam hijau gunung merapi alami cocok pengunjung menghilangkan bosan aktivitas seharihari perkotaan puncak pengunjung merasakan sejuknya suhu udara pagi siang cuaca panas hembusan angin menyapa segar nyaman
123,Kampung Wisata Rejowinangun,"Kampung wisata Rejowinangun terletak di Kelurahan rejowinangun, Kecamatan Kotagede, Kota Yogyakarta tepatnya sebelah selatan Kebun binatang Gembiraloka. Kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat, pada tanggal 04 Oktober 2013 oleh Kepala dinas Pariwisata Kota Yogyakarta, Kampung Wisata Rejowinangun diresmikan. Kelurahan Rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di Kecamatan Kotagede, sebuah kecamatan diujung timur Kota Yogyakarta yang terkenal dengan perak dan bekas kerajaan Mataram. Kelurahan Rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa, meskpun saat ini yang terkenal baru Kebun Raya Kebun Binatang (KRKB) Gembiraloka yang lokasinya berada di wilayah Kelurahan Rejowinangun. Dengan adanya tempat wisata KRKB Gembiraloka di wilayah ini, berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi Gembiraloka bisa singgah di kampung wisata ini.
",Budaya,Yogyakarta,https://img.okezone.com/content/2022/12/20/408/2731048/yuk-nikmati-serunya-menjelajah-kampung-wisata-rejowinangun-yogyakarta-3JeayhMnoP.jpg,kampung wisata rejowinangun terletak kelurahan rejowinangun kecamatan kotagede kota yogyakarta tepatnya sebelah selatan kebun binatang gembiraloka kampung wisata dirintis 2010 kerjasama elemen masyarakat tanggal 04 oktober 2013 kepala dinas pariwisata kota yogyakarta kampung wisata rejowinangun diresmikan kelurahan rejowinangun kelurahan kelurahan kecamatan kotagede kecamatan diujung timur kota yogyakarta terkenal perak bekas kerajaan mataram kelurahan rejowinangun memiliki potensi dikembangkan sungguh meskpun terkenal kebun raya kebun binatang krkb gembiraloka lokasinya wilayah kelurahan rejowinangun wisata krkb gembiraloka wilayah berusaha mengembangkan wilayah kelurahan potensi wisatawan mengunjungi gembiraloka singgah kampung wisata
124,Kauman Pakualaman Yogyakarta,"Pakualaman adalah sebuah kecamatan di Kota Yogyakarta, Provinsi Daerah Istimewa Yogyakarta, Indonesia. Kecamatan ini terletak di antara Sungai Code dan Sungai Manunggal. Nama 'Pakualaman' diambil dari Puro Paku Alaman, kediaman resmi Sri Paduka Pakualam yang terletak tepat di tengah-tengah kecamatan ini. Sebelumnya, Pakualaman bukan bagian kota Yogyakarta, melainkan Kabupaten Kota Pakualaman, yang dihapus setelah terbentuknya Pemerintah Kota Yogyakarta pada 1947.
",Budaya,Yogyakarta,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2020/02/pakualaman.jpg,pakualaman kecamatan kota yogyakarta provinsi daerah istimewa yogyakarta indonesia kecamatan terletak sungai code sungai manunggal nama pakualaman diambil puro paku alaman kediaman resmi sri paduka pakualam terletak tengahtengah kecamatan pakualaman kota yogyakarta kabupaten kota pakualaman dihapus terbentuknya pemerintah kota yogyakarta 1947
125,Alun-alun Utara Keraton Yogyakarta,Alun-alun utara atau dalam Bahasa Jawa disebut Alun-alun Lor merupakan salah satu land mark Kota Yogyakarta yang berupa sebuah tanah lapang yang berada di depan Keraton Yogyakarta. Disebut Alun-alun Lor karena di Kota Yogyakarta terdapat dua alun-alun yang letaknya di sebelah selatan dan utara dari Keraton Yogyakarta. Alun-alun Lor berbentuk persegi dengan luas 150 x 150 meter dengan dua pohon beringin besar berpagar yang berada di tengah alun-alun. Dua Pohon Beringin Besar itu masing-masing diberi nama Kyai Dewandaru dan Kyai Wijayandaru. Pada masa lalu di sekeliling Alun-alun Lor ditanam 63 Pohon Beringin yang melambangkan umur Nabi Muhammad SAW.,Budaya,Yogyakarta,https://tse4.mm.bing.net/th?id=OIP.ZfBl7EwQGB7LjsA_YpS9oAHaEK&pid=Api&P=0&h=180,alunalun utara bahasa jawa alunalun lor salah land mark kota yogyakarta tanah lapang keraton yogyakarta alunalun lor kota yogyakarta alunalun letaknya sebelah selatan utara keraton yogyakarta alunalun lor berbentuk persegi luas 150 x 150 meter pohon beringin berpagar alunalun pohon beringin masingmasing nama kyai dewandaru kyai wijayandaru sekeliling alunalun lor ditanam 63 pohon beringin melambangkan umur nabi muhammad saw
126,Pantai Goa Cemara,"Pantai Goa Cemara (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ ꦒꦸꦮ​ ꦕꦺꦩꦫ, translit. Pasisir Guwa Cemara​) adalah objek wisata pantai yang terletak di Dusun Patihan, Desa Gadingsari, Kecamatan Sanden, Kabupaten Bantul. Daerah Istimewa Yogyakarta. Pantai ini terletak tepatnya berdampingan dengan Pantai Samas dan Pantai Pandansari.\n\nPantai ini memiliki pasir berwarna hitam tapi lembut dengan ombak yang cukup besar kerakteristik pantai selatan. Pantai ini merupakan pantai pengembangan baru dimana terdapat banyak pohong Cemara udang rindang membentuk seperti goa, hal ini yang membuat pantai ini dinamai Goa Cemara. Pohon Cemara ini bertujuan untuk melindungi abrasi air laut dan menahan gumuk pasir supaya tidak mengalamai perpindahan akibat tiupan angin.",Bahari,Yogyakarta,https://thumb.viva.id/vivaolret/665x374/2023/07/14/64b15b886d2a2-pantai-goa-cemara_olret.jpg,pantai goa cemara bahasa jawa translit pasisir guwa cemara objek wisata pantai terletak dusun patihan desa gadingsari kecamatan sanden kabupaten bantul daerah istimewa yogyakarta pantai terletak tepatnya berdampingan pantai samas pantai pandansarinnpantai memiliki pasir berwarna hitam lembut ombak kerakteristik pantai selatan pantai pantai pengembangan dimana pohong cemara udang rindang membentuk goa pantai dinamai goa cemara pohon cemara bertujuan melindungi abrasi air laut menahan gumuk pasir mengalamai perpindahan akibat tiupan angin
127,Blue Lagoon Jogja,"Blue Lagoon adalah salah satu wisata air Jogja yang sudah sangat terkenal dan banyak dikunjungi oleh wisatawan dari berbagai daerah penjuru. Banyak yang menganggap bahwa Blue Lagoon sebagai surga wisata Jogja tersembunyi. Meskipun keindahan yang ditawarkan oleh tempat ini sangat mahal, namun untuk bisa menikmatinya kamu tidak perlu merogoh kocek dalam2. Karena budget untuk masuk ke area wisata ini tidak semahal yang ada di Islandia.",Taman Hiburan,Yogyakarta,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1634025439/01hgk0b92mpxxkxry7ty69ytwh.jpg",blue lagoon salah wisata air jogja terkenal dikunjungi wisatawan daerah penjuru menganggap blue lagoon surga wisata jogja tersembunyi keindahan ditawarkan mahal menikmatinya merogoh kocek dalam2 budget masuk area wisata semahal islandia
128,Gumuk Pasir Parangkusumo,"Gumuk Pasir Parangkusumo (bahasa Jawa: ꦒꦸꦩꦸꦏ꧀​ꦥꦱꦶꦂ​ꦥꦫꦁ​ꦏꦸꦱꦸꦩ, translit. Gumuk Pasir Parangkusuma) adalah objek wisata di Kabupaten Bantul, Yogyakarta, letaknya di sebelah barat Pantai Parangtritis, yaitu di Desa Parangtritis, Kecamatan Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Gumuk Pasir ini memiliki sejumlah keistimewaan terkait dengan jumlahnya hanya terbatas di dunia.\nNama ""Gumuk"" berasal dari bahasa Jawa yang artinya gundukan-gundukan pasir yang terhampar luas. Gumuk Pasir Yogyakarta terbentuk dari material Gunung Merapi yang kemudian mengalami transportasi melalui Sungai Opak dan Sungai Progo yang kemudian terbawa ombak dan mengendap di pantai. Material yang mengendap kemudian mengering dan terbawa angin lalu terbang kedaratan sehingga mengalami proses deposisi menjadi Gumuk Pasir.",Taman Hiburan,Yogyakarta,https://img.okezone.com/content/2021/08/02/408/2449777/berwisata-di-gumuk-pasir-parangkusumo-ini-5-aktivitas-yang-bisa-dinikmati-RkGIOfEU3A.jpg,gumuk pasir parangkusumo bahasa jawa translit gumuk pasir parangkusuma objek wisata kabupaten bantul yogyakarta letaknya sebelah barat pantai parangtritis desa parangtritis kecamatan kretek kabupaten bantul daerah istimewa yogyakarta gumuk pasir memiliki keistimewaan terkait terbatas duniannama gumuk berasal bahasa jawa gundukangundukan pasir terhampar luas gumuk pasir yogyakarta terbentuk material gunung merapi mengalami transportasi sungai opak sungai progo terbawa ombak mengendap pantai material mengendap mengering terbawa angin terbang kedaratan mengalami proses deposisi gumuk pasir
129,Bukit Lintang Sewu,"Bukit Lintang Sewu ini berasal ketika pada saat malam hari di bukit ini terlihat ribuan bintang – bintang yang membentang luas di angkasa. Dalam bahasa Jawa Bukit Seribu Bintang adalah Bukit Lintang Sewu (lintang: bintang, sewu: seribu). Pemandangan alam yang tidak kalah mempesona membuat Bukit Langit Sewu ini menjadi tempat favorit bagi pecinta alam. Pada saat menuju bukit, pengunjung akan disuguhkan dengan pepohonan pinus, tetapi saat sampai pengunjung akan disuguhkan panorama hutan Kayu Putih yang menjadi keunikan tempat wisata ini. Diatas pohon Kayu Putih ini juga terdapat Burung Alap-alap yang melintas diatas pohonnya. Selain itu pengunjung juga akan dimanjakan dengan deretan pegunungan seperti Gunung merbabu, Gunung Sumbing, Menoreh, dan Gunung Merapi.
",Taman Hiburan,Yogyakarta,https://seringjalan.com/wp-content/uploads/2020/05/Bukit-Lintang-Sewu-Yogyakarta-2-1024x681.jpg,bukit lintang sewu berasal malam bukit ribuan bintang bintang membentang luas angkasa bahasa jawa bukit seribu bintang bukit lintang sewu lintang bintang sewu seribu pemandangan alam kalah mempesona bukit langit sewu favorit pecinta alam bukit pengunjung disuguhkan pepohonan pinus pengunjung disuguhkan panorama hutan kayu putih keunikan wisata diatas pohon kayu putih burung alapalap melintas diatas pohonnya pengunjung dimanjakan deretan pegunungan gunung merbabu gunung sumbing menoreh gunung merapi
130,Studio Alam Gamplong,"Studio Gamplong atau Studio Alam Gamplong adalah sebuah tempat wisata yang terletak di Desa Gamplong, Kecamatan Moyudan, Kabupaten Sleman. Tempat tersebut awalnya adalah tempat pengambilan gambar film Sultan Agung: Tahta, Perjuangan, Cinta dan Bumi Manusia karya Hanung Bramantyo. Tempat tersebut didirikan di atas lahan seluas 2,5 hektar. Tempat tersebut diresmikan oleh Presiden Joko Widodo pada 15 Juli 2018.",Taman Hiburan,Yogyakarta,https://beritajelajah.com/wp-content/uploads/2023/07/Studio-Alam-Gamplong-Jogja-Review-Lengkap.jpg,studio gamplong studio alam gamplong wisata terletak desa gamplong kecamatan moyudan kabupaten sleman pengambilan gambar film sultan agung tahta perjuangan cinta bumi manusia karya hanung bramantyo didirikan lahan seluas 25 hektar diresmikan presiden joko widodo 15 juli 2018
131,Watu Lumbung,"Letak Kampung Edukasi Watu Lumbung yang berada di area perbukitan dipenuhi rerimbunan pohon jati, membuat pemandadangan dari tempat ini sangat indah sekali. Watu Lumbung dikonsep oleh M Boy Rifai sebagai tempat yang mengajarkan nilai-nilai edukasi, di mana Boy Rifai telah berhasil menyulap lahan tandus yang dulunya dibiarkan saja, kini menjadi tempat eksotis untuk menikmati malam maupun melihat sunset dan sunrise. Untuk menjaga keasrian di daerah sekitar tempat wisata pengelolah sengaja membangun area ini sebagai kawasan wisata yang selaras dengan alam.",Cagar Alam,Yogyakarta,https://storage.googleapis.com/seo-cms/assets/Pesona_Pantai_Watu_Lumbung_Jogja_98adb1383c/Pesona_Pantai_Watu_Lumbung_Jogja_98adb1383c.jpg,letak kampung edukasi watu lumbung area perbukitan dipenuhi rerimbunan pohon jati pemandadangan indah watu lumbung dikonsep m boy rifai mengajarkan nilainilai edukasi boy rifai berhasil menyulap lahan tandus dulunya dibiarkan eksotis menikmati malam sunset sunrise menjaga keasrian daerah wisata pengelolah sengaja membangun area kawasan wisata selaras alam
132,Air Terjun Kedung Pedut,"Air Terjun Kedung Pedut atau biasa disebut Curug Kedung Pedut berasal dari istilah bahasa Jawa. Curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. Air Terjun Kedung Pedut merupakan salah satu wisata alam yang di Kulonprogo yang dikenal karena keindahan warna airnya.",Cagar Alam,Yogyakarta,https://jogjakita.co.id/wp-content/uploads/2021/09/KEDUNG-PEDUT-4-1024x683.jpg,air terjun kedung pedut curug kedung pedut berasal istilah bahasa jawa curug air terjun kedung kubangan kolam pedut kabut air terjun kedung pedut salah wisata alam kulonprogo dikenal keindahan warna airnya
133,Puncak Kebun Buah Mangunan,"Berlibur di pegunungan memang menyenangkan. Dapat menikmati sejuknya udara serta pemandangan indah dari atas perbukitan. Wisata seperti ini dapat dinikmati di Bantul, tepatnya di Kebun Buah Mangunan. Beruntungnya Jogja dikaruniai bentang alam yang begitu indah. Ada pantai, gunung, bukit, serta kota dan budaya yang sangat menarik. Kebun Buah Mangunan hadir sebagai objek wisata yang begitu menarik minat wisatawan. Apalagi di pagi hari, pemandangannya tak ubahnya seperti negeri di atas awan.
",Taman Hiburan,Yogyakarta,https://www.paketwisatajogja.biz/wp-content/uploads/2017/11/kebun-buah-mangunan-bantul.jpg,berlibur pegunungan menyenangkan menikmati sejuknya udara pemandangan indah perbukitan wisata dinikmati bantul tepatnya kebun buah mangunan beruntungnya jogja dikaruniai bentang alam indah pantai gunung bukit kota budaya menarik kebun buah mangunan hadir objek wisata menarik minat wisatawan pagi pemandangannya ubahnya negeri awan
134,Desa Wisata Gamplong,"Desa Wisata Gamplong adalah desa wisata kerajinan tenun yang berada di Padukuhan Gamplong Desa Sumber Rahayu Kecamatan Moyudan Kabupaten Sleman, Yogyakarta. Desa wisata yang terletak di sebelah barat Kota Yogyakarta ini cukup menarik untuk disinggahi wisatawan terlebih karena masih adanya industri kerajinan tenun tradisional dengan menggunakan Alat Tenun Bukan Mesin (ATBM). Dengan ATBM, masyarakat perajin Gamplong mampu menghasilkan kain tenun sebagai bahan stagen (kain panjang untuk melilit bagian perut wanita). Selain kerajinan tenun, perajin juga mampu memproduksi kerajinan anyaman untuk suvenir.",Taman Hiburan,Yogyakarta,https://tse4.mm.bing.net/th?id=OIP.keAynX3xNKZqFyIh9n-N5QHaEV&pid=Api&P=0&h=180,desa wisata gamplong desa wisata kerajinan tenun padukuhan gamplong desa sumber rahayu kecamatan moyudan kabupaten sleman yogyakarta desa wisata terletak sebelah barat kota yogyakarta menarik disinggahi wisatawan industri kerajinan tenun tradisional alat tenun mesin atbm atbm masyarakat perajin gamplong menghasilkan kain tenun bahan stagen kain melilit perut wanita kerajinan tenun perajin memproduksi kerajinan anyaman suvenir
135,Kawasan Wisata Sosrowijayan,"Tempat wisata Sosrowijayan memang selama ini dikenal sebagai Wisata Kampung bule, lokasinya sendiri berada di pusat kota Yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat. Bagi Anda yang ingin berkunjung ke sini, harus menggunakan kendaraan karena dari arah stasiun Tugu Anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah Sosrowijayan yang mempunyai tanda yaitu Sebuah Jalan Kecil menuju Barat dengan nama yang sama. Wisata unik sosrowijayan menjadi membagi dua daerah yaitu Sosrowijayan Wetan dan Sosrowijayan Kulon dan menjadi penghubung jalan Jogonegaran dan Jalan Malioboro. Akan tetapi untuk Sosrowijayan Wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai Kampung turis kedua di Yogyakarta setelah Prawirotaman. Karena disebut Kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di Yogyakarta. Anda pun bisa melihat dua buah busuk seperti yang ada di daerah Prawirotaman ketika memasuki dan pertama. Di daerah ini banyak sekali buku yang dijual seperti novel berbahasa Inggris, buku kecil berbahasa Indonesia, dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya.",Pusat Perbelanjaan,Yogyakarta,https://img.okezone.com/content/2018/10/12/406/1963126/beragam-hal-unik-yang-ditawarkan-kampung-sosrowijayan-di-yogyakarta-w63GfGCCfY.jpg,wisata sosrowijayan dikenal wisata kampung bule lokasinya pusat kota yogyakarta lokasi pengunjungnya padat berkunjung kendaraan arah stasiun tugu tinggal berjalan 200 meter langsung menemukan daerah sosrowijayan tanda jalan barat nama wisata unik sosrowijayan membagi daerah sosrowijayan wetan sosrowijayan kulon penghubung jalan jogonegaran jalan malioboro sosrowijayan wetan langsung terkenal penjuru dunia dikenal kampung turis yogyakarta prawirotaman kampung bule turis mancanegara menikmati suasana malam yogyakarta buah busuk daerah prawirotaman memasuki daerah buku dijual novel berbahasa inggris buku berbahasa indonesia buku berkualitas pastinya pendidikan pembacanya
